taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,
Astutorhyncha,400.45,art,29.45333333,Astutorhyncha,extinct,419.2,410.8,407.6,393.3,Early Devonian,,
Asymmetrochonetes,409.2,art,6.905,Asymmetrochonetes,extinct,419.2,410.8,410.8,407.6,Lochkovian,Pragian,
Asymphylotoechia,468.65,art,9.35,Asymphylotoechia,extinct,488.3,471.8,471.8,457.5,Stage 10,Sandbian,
Asyrinxia,352.8,art,108.1,Asyrinxia,extinct,358.9,346.7,336,326.4,Tournaisian,Mississippian,
Atansoria,449.1,inart,1.940869565,Atansoria,extinct,453,445.2,453,445.2,Katian,,
Atelelasma,455.7,art,20.38,Atelelasma,extinct,477.7,463.5,452,445.6,Floian,Katian,minor ribbing
Atelelasmoidea,473.85,art,3.208888889,Atelelasmoidea,extinct,478.6,467.3,467.3,458.4,Early Ordovician,Middle Ordovician,
Atelestegastus,292.8,art,5.143333333,Atelestegastus,extinct,298.9,295.5,298.9,295.5,Asselian,,
Atelithyris,131.15,art,37.5,Atelithyris,extinct,140.2,136.4,136.4,130,Berriasian,Hauterivian,
Athabaschia,377.45,art,14.335,Athabaschia,extinct,,,,,,,
Athyrhynchus,400.45,art,28.56,Athyrhynchus,extinct,419.2,407.6,393.3,387.7,Early Devonian,Eifelian,
Athyris,327.05,art,19.576,Athyris,extinct,443.4,419.2,208.5,201.3,Silurian,Triassic,"minor folds, minor ribbing"
Athyrisina,377.45,art,27.99,Athyrisina,extinct,410.8,407.6,345,336,Pragian,Visean,
Atlantida,455.7,art,21.31333333,Atlantida,extinct,467.3,458.4,467.3,458.4,Darriwilian,,
Atribonium,352.8,art,12.075,Atribonium,extinct,393.3,387.7,358.9,323.2,Middle Devonian,Mississippian,
Atrypa,377.45,art,33.555,Atrypa,extinct,470,455.8,339.4,336,Middle Ordovician,Visean,
Atryparia,377.45,art,27.735,Atryparia,extinct,409.1,402.5,379.5,372.2,Pragian,Frasnian,
Atrypellina,421.1,art,7.326666667,Atrypellina,extinct,,,,,,,
Atrypina,400.45,art,8.545,Atrypina,extinct,445.2,443.4,387.7,382.7,Hirnantian,Middle Devonian,major ribbing
Atrypinella,400.45,art,19.02,Atrypinella,extinct,427.4,425.6,407.6,393.3,Ludlow,Early Devonian,
Atrypoidea,421.1,art,28.28,Atrypoidea,extinct,443.4,438.5,410.8,407.6,Silurian,Pragian,
Atrythyris,385.2,art,24.75333333,Atrythyris,extinct,393.3,387.7,372.2,358.9,Middle Devonian,Late Devonian,
Attenuatella,262.5,art,7.38,Attenuatella,extinct,303.7,298.9,254.17,252.17,Gzhelian,Permian,
Atylephorus,352.8,inart,70.45,Atylephorus,extinct,364.7,360.7,345.3,339.4,Famennian,Visean,
Auchmerella,390.5,art,9.13,Auchmerella,extinct,,,,,,,
Aucklandirhynchia,164.8,art,11.075,Aucklandirhynchia,extinct,190.8,182.7,164.7,161.2,Pliensbachian,Oxfordian,
Aulacatrypa,428.95,art,5.791666667,Aulacatrypa,extinct,433.4,430.5,430.5,427.4,Wenlock,,
Aulacella,352.8,art,14.98666667,Aulacella,extinct,419.2,407.6,345.3,342.8,Devonian,Visean,
Aulacothyris,160.4,art,24.87692308,Aulacothyris,extinct,247.2,242,161.2,155.7,Middle Triassic,Kimmeridgian,
Aulacothyroides,218.25,art,15.4,Aulacothyroides,extinct,247.2,242,221.5,208.5,Middle Triassic,Norian,
Aulacothyropsis,218.25,art,15.64,Aulacothyropsis,extinct,232,221.5,208.5,201.3,Late Triassic,Rhaetian,
Aulidospira,455.7,art,2.93,Aulidospira,extinct,455.8,452,455.8,452,Sandbian,Katian,
Aulie,455.7,art,14.225,Aulie,extinct,,,,,,,
Aulites,0.01,art,2.795,Aulites,extant,28.1,23.03,28.1,23.03,Chattian,,
Aulonotreta,468.65,inart,20.816,Aulonotreta,extinct,471.8,468.1,471.8,468.1,Floian,Dapingian,
Auloprotonia,338.8,art,45.73,Auloprotonia,extinct,345,336,345,336,Visean,,
Aulosteges,257.05,art,31.76,Aulosteges,extinct,323.2,315.2,254.17,252.17,Pennsylvanian,Permian,
Auriculispina,297.2,art,31.70666667,Auriculispina,extinct,298.9,295.5,295.5,290.1,Asselian,Sakmarian,
Aurilinoproductus,253.2,art,61.42,Aurilinoproductus,extinct,259.9,254.17,254.17,252.17,Lopingian,,
Austinella,449.1,art,29.57333333,Austinella,extinct,468.1,460.9,449.5,443.4,Middle Ordovician,Late Ordovician,minor ribbing
Australiarcula,106.75,art,16.195,Australiarcula,extinct,112.03,109,112.03,109,Albian,,
Australina,421.1,art,13.16,Australina,extinct,433.4,427.4,410.8,391.9,Wenlock,Eifelian,
Australirhynchia,409.2,art,5.02,Australirhynchia,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Australispira,455.7,art,7.505,Australispira,extinct,460.9,455.8,456.1,449.5,Darriwilian,Katian,"minor folds, minor ribbing"
Australocoelia,400.45,art,15.93,Australocoelia,extinct,419.2,410.8,388.1,372.2,Early Devonian,Frasnian,
Australosia,365.55,art,10.68333333,Australosia,extinct,,,,,,,
Australospirifer,390.5,art,72.49,Australospirifer,extinct,419.2,402.5,382.7,372.2,Early Devonian,Frasnian,
Australostrophia,400.45,art,15.465,Australostrophia,extinct,438.5,430.5,407.6,387.7,Telychian,Eifelian,
Austriellula,218.25,art,15.96,Austriellula,extinct,251.3,247.2,182.7,174.1,Triassic,Early Jurassic,
Austrirhynchia,204.9,art,25.9,Austrirhynchia,extinct,208.5,201.3,208.5,201.3,Rhaetian,,
Austrochoristites,352.8,art,27.53,Austrochoristites,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Austrohedra,511.5,art,5.3,Austrohedra,extinct,513,501,513,501,Stage 4,Drumian,
Austronoplia,377.45,art,5.8,Austronoplia,extinct,407.6,393.3,393.3,387.7,Emsian,Eifelian,
Austrospirifer,365.55,art,31.39,Austrospirifer,extinct,372.2,358.9,372.2,358.9,Famennian,,
Austrothyris,18.21,art,57.23,Austrothyris,extinct,38,33.9,1.806,0.781,Priabonian,Calabrian,
Avisyrinx,311.1,art,17.13,Avisyrinx,extinct,,,,,,,
Avonia,327.05,art,16.04666667,Avonia,extinct,372.2,358.9,254.17,252.17,Famennian,Permian,
Avonothyris,164.8,art,33.48,Avonothyris,extinct,170.3,166.1,163.5,157.3,Bajocian,Oxfordian,
Axiodeaneia,352.8,art,30.272,Axiodeaneia,extinct,358.9,353.8,358.9,346.7,Tournaisian,,
Azamella,468.65,art,11.18461539,Azamella,extinct,466,449.5,466,449.5,Darriwilian,Katian,
Azurduya,352.8,art,19.07,Azurduya,extinct,358.9,346.7,358.9,323.2,Mississippian,,
Babukella,218.25,art,9.41,Babukella,extinct,,,,,,,
Backhausina,96.9,art,4.368,Backhausina,extinct,,,,,,,
Bactrynium,204.9,art,11.44333333,Bactrynium,extinct,208.5,201.3,208.5,201.3,Rhaetian,,
Badainjarania,400.45,art,15.66,Badainjarania,extinct,,,,,,,
Baeorhynchia,167.2,art,12.64666667,Baeorhynchia,extinct,170.3,168.3,168.3,166.1,Bajocian,Bathonian,
Bailliena,297.2,art,48.77,Bailliena,extinct,314.6,298.9,290.1,279.3,Moscovian,Artinskian,
Baissalosteges,257.05,art,33.62,Baissalosteges,extinct,265.1,259.9,265.1,259.9,Capitanian,,
Bajanhongorella,449.1,art,13.32333333,Bajanhongorella,extinct,453,445.2,453,445.2,Katian,,
Bajtugania,262.5,art,23.13,Bajtugania,extinct,272.3,268.8,259.9,254.17,Guadalupian,Wuchiapingian,
Bakonyithyris,186.75,art,11.52,Bakonyithyris,extinct,201.3,199.3,183,175.6,Hettangian,Early Jurassic,
Balakhonia,319.2,art,59.53,Balakhonia,extinct,323.2,315.2,323.2,315.2,Bashkirian,,
Balanoconcha,338.8,art,29.67,Balanoconcha,extinct,358.9,346.7,336,326.4,Tournaisian,Mississippian,
Balatonospira,231.5,art,8.04,Balatonospira,extinct,247.2,242,215.56,212,Middle Triassic,Norian,
Balikunochonetes,365.55,art,19.125,Balikunochonetes,extinct,372.2,358.9,372.2,358.9,Famennian,,
Balkhasheconcha,311.1,art,32.72,Balkhasheconcha,extinct,,,,,,,
Bancroftina,449.1,art,16.772,Bancroftina,extinct,460.9,455.8,445.2,443.4,Darriwilian,Late Ordovician,
Bandaleta,455.7,art,16.17333333,Bandaleta,extinct,458.4,453,453,445.2,Sandbian,Katian,
Bandoproductus,292.8,art,37.39,Bandoproductus,extinct,323.2,315.2,254.17,252.17,Pennsylvanian,Permian,
Barbaestrophia,415,art,37.84666667,Barbaestrophia,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Barbarorthis,449.1,art,7.69,Barbarorthis,extinct,452,445.6,445.2,443.4,Katian,Hirnantian,
Barbarothyris,400.45,art,6.585,Barbarothyris,extinct,,,,,,,
Barbatulella,449.1,inart,6.234285714,Barbatulella,extinct,449.5,443.7,449.5,443.7,Katian,Hirnantian,
Barunkhuraya,365.55,art,10.115,Barunkhuraya,extinct,,,,,,,
Bashkiria,352.8,art,24.61,Bashkiria,extinct,,,,,,,
Basilicorhynchus,365.55,art,17.57,Basilicorhynchus,extinct,376.1,370.6,370.6,364.7,Frasnian,Famennian,
Basiliola,0.01,art,8.37,Basiliola,extant,56,47.8,0.781,0.126,Eocene,Middle Pleistocene,
Bathymyonia,262.5,art,42.13,Bathymyonia,extinct,303.7,298.9,259.9,252.17,Gzhelian,Permian,
Bathyrhyncha,415,art,55.5,Bathyrhyncha,extinct,,,,,,,
Baturria,415,art,23.07333333,Baturria,extinct,433.4,427.4,419.2,410.8,Wenlock,Lochkovian,
Beachia,409.2,art,31.49,Beachia,extinct,419.2,407.6,410.8,393.3,Early Devonian,,
Beckmannia,385.2,art,7.456666667,Beckmannia,extinct,402.5,391.9,382.7,372.2,Emsian,Frasnian,
Becscia,435.95,art,8.453333333,Becscia,extinct,449.5,443.7,443.4,440.8,Katian,Rhuddanian,
Beichuanella,385.2,art,13.23,Beichuanella,extinct,,,,,,,
Beitaia,435.95,art,13.075,Beitaia,extinct,443.4,440.8,438.5,433.4,Llandovery,,
Bekella,462.85,inart,3.818888889,Bekella,extinct,466,460.9,466,460.9,Darriwilian,,
Bekkerella,455.7,inart,11.768,Bekkerella,extinct,460.9,449.5,460.9,449.5,Darriwilian,Katian,
Bekkerina,455.7,inart,15.545,Bekkerina,extinct,466,460.9,460.9,449.5,Darriwilian,Katian,
Belbekella,96.9,art,17.01333333,Belbekella,extinct,145,139.8,125,113,Berriasian,Aptian,
Beleutella,327.05,art,82.1,Beleutella,extinct,,,,,,,
Bellaclathrus,284.7,art,25.25,Bellaclathrus,extinct,279.3,272.3,279.3,272.3,Kungurian,,
Bellimurina,435.95,art,24.635,Bellimurina,extinct,467.3,460.9,449.5,445.2,Darriwilian,Katian,minor ribbing
Belothyris,119,art,20.87,Belothyris,extinct,83.6,72.1,83.6,72.1,Campanian,,
Benignites,462.85,inart,8.535,Benignites,extinct,468.1,460.9,460.9,457.5,Middle Ordovician,Sandbian,
Bergalaria,377.45,art,17.955,Bergalaria,extinct,383.7,382.4,383.7,382.4,Givetian,Frasnian,
Beschevella,319.2,art,44,Beschevella,extinct,,,,,,,
Betterbergia,390.5,art,15.465,Betterbergia,extinct,,,,,,,
Bibatiola,284.7,art,13.75,Bibatiola,extinct,272.3,268.8,272.3,268.8,Roadian,,
Bicamella,284.7,art,37.33,Bicamella,extinct,290.1,279.3,254.17,252.17,Artinskian,Lopingian,
Bicarinatina,327.05,inart,20.236,Bicarinatina,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Bicepsirhynchia,160.4,art,20.84,Bicepsirhynchia,extinct,,,,,,,
Bicia,517.5,art,4.364179105,Bicia,extinct,516,513,516,513,Stage 3,Stage 4,minor ribbing
Biconostrophia,390.5,art,37.37333333,Biconostrophia,extinct,419.2,407.6,393.3,382.7,Early Devonian,Middle Devonian,
Bicuspina,449.1,art,29.37692308,Bicuspina,extinct,463.5,460.9,449.5,433.4,Darriwilian,Llandovery,minor ribbing
Biernatella,377.45,art,8.72,Biernatella,extinct,383.7,382.4,382.7,372.2,Givetian,Frasnian,
Biernatia,449.1,inart,0.431560892,Biernatia,extinct,484.5,471.8,449.5,443.7,Early Ordovician,Late Ordovician,
Biernatium,377.45,art,6.843181818,Biernatium,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Bifida,385.2,art,6.1575,Bifida,extinct,419.2,407.6,387.7,382.7,Early Devonian,Middle Devonian,
Bifolium,69.05,art,3.122307692,Bifolium,extinct,125,113,38,33.9,Aptian,Eocene,
Bihendulirhynchia,154.7,art,10.63,Bihendulirhynchia,extinct,155.7,150.8,155.7,150.8,Kimmeridgian,Tithonian,
Bihenithyris,164.8,art,31.82,Bihenithyris,extinct,168.3,163.5,161.2,152.1,Bathonian,Kimmeridgian,
Bilaminella,160.4,art,9.865,Bilaminella,extinct,164.7,161.2,164.7,161.2,Callovian,Oxfordian,
Billingsella,473.85,art,17.172,Billingsella,extinct,516,513,477.7,470,Series 2,Early Ordovician,minor ribbing
Bilobia,455.7,art,11.375,Bilobia,extinct,466,460.9,455.8,449.5,Darriwilian,Katian,minor ribbing
Bilotina,284.7,art,21.64,Bilotina,extinct,298.9,279.3,265.1,259.9,Cisuralian,Guadalupian,
Bimuria,449.1,art,24.53,Bimuria,extinct,468.1,460.9,449.5,443.4,Middle Ordovician,Late Ordovician,minor ribbing
Biparetis,435.95,art,25.67333333,Biparetis,extinct,449.5,443.7,440.8,438.5,Katian,Aeronian,
Biplatyconcha,253.2,art,65.09,Biplatyconcha,extinct,265.1,259.9,254.17,252.17,Capitanian,Lopingian,
Birchsella,262.5,art,26.7,Birchsella,extinct,259.9,254.17,259.9,254.17,Wuchiapingian,,
Biseptum,390.5,art,58.45,Biseptum,extinct,409.1,402.5,409.1,402.5,Pragian,Emsian,
Bisinocoelia,400.45,art,3.28,Bisinocoelia,extinct,410.8,407.6,409.1,391.9,Pragian,Eifelian,
Bistramia,455.7,inart,16.63333333,Bistramia,extinct,460.9,449.5,460.9,449.5,Darriwilian,Katian,
Bisulcata,421.1,art,20.24,Bisulcata,extinct,427.4,423,427.4,423,Ludlow,,
Bisulcina,57.6,art,10.234,Bisulcina,extinct,,,,,,,
Bittnerula,231.5,art,15.63,Bittnerula,extinct,242,235,235,232,Ladinian,Carnian,
Blasispirifer,270.55,art,19.09,Blasispirifer,extinct,323.2,298.9,254.17,252.17,Pennsylvanian,Permian,
Bleshidium,421.1,art,6.409677419,Bleshidium,extinct,440.8,438.5,423,419.2,Aeronian,Pridoli,minor folds
Bobinella,495.5,art,7.78,Bobinella,extinct,,,,,,,
Bockelia,468.65,art,13.655,Bockelia,extinct,467.3,458.4,467.3,458.4,Darriwilian,,
Bodrakella,178.4,art,11.98,Bodrakella,extinct,190.8,182.7,190.8,182.7,Pliensbachian,,
Bohemirhynchia,96.9,art,20.07333333,Bohemirhynchia,extinct,,,,,,,
Boicinetes,400.45,art,21.925,Boicinetes,extinct,,,,,,,
Bojodouvillina,390.5,art,27.80666667,Bojodouvillina,extinct,410.8,407.6,388.1,383.7,Pragian,Middle Devonian,
Bojothyris,390.5,art,11.7,Bojothyris,extinct,419.2,402.5,393.3,387.7,Early Devonian,Eifelian,
Bokotorthis,455.7,art,14.005,Bokotorthis,extinct,460.9,449.5,453,445.2,Darriwilian,Katian,
Bolgarithyris,63.8,art,28.05,Bolgarithyris,extinct,,,,,,,
Bondarevia,473.85,art,32.04,Bondarevia,extinct,,,,,,,
Booralia,311.1,art,51.09,Booralia,extinct,346.7,330.9,295.5,290.1,Visean,Sakmarian,
Boreadocamara,473.85,art,5.6175,Boreadocamara,extinct,,,,,,,
Boreadorthis,449.1,art,7.084,Boreadorthis,extinct,460.9,455.8,445.6,443.7,Darriwilian,Late Ordovician,
Borealinetes,400.45,inart,8.79,Borealinetes,extinct,,,,,,,
Borealis,435.95,art,37.45384615,Borealis,extinct,443.4,439,409.1,402.5,Silurian,Early Devonian,
Boreiospira,231.5,art,29.01,Boreiospira,extinct,242,237,237,228,Ladinian,Carnian,
Boreiothyris,154.7,art,69.22,Boreiothyris,extinct,166.1,163.5,155.7,150.8,Callovian,Late Jurassic,
Bornhardtina,385.2,art,50.65,Bornhardtina,extinct,393.3,387.7,387.7,382.7,Middle Devonian,,
Borua,473.85,art,9.275,Borua,extinct,472,466,472,466,Floian,Middle Ordovician,
Bosquetella,96.9,art,3.797142857,Bosquetella,extinct,,,,,,,
Bothrionia,266.95,art,16.77,Bothrionia,extinct,272.3,268.8,268.8,265.1,Roadian,Wordian,
Bothrostegium,284.7,art,12.15333333,Bothrostegium,extinct,279.3,272.3,272.3,268.8,Kungurian,Roadian,
Bothrothyris,164.8,art,60.34,Bothrothyris,extinct,166.1,163.5,166.1,163.5,Callovian,,
Boticium,449.1,art,10.95,Boticium,extinct,455.8,445.6,449.5,445.6,Sandbian,Katian,
Botsfordia,502.5,inart,9.560606061,Botsfordia,extinct,541,516,516,513,Terreneuvian,Series 2,
Boubeithyris,96.9,art,33.33,Boubeithyris,extinct,129.4,125,99.6,93.5,Barremian,Turonian,
Bouchardia,0.01,art,14.43,Bouchardia,extant,59.2,47.8,33.9,2.588,Thanetian,Neogene,
Bouchardiella,84.95,art,11.26,Bouchardiella,extinct,86.3,83.6,72.1,66,Santonian,Maastrichtian,
Boucotella,421.1,art,22.63,Boucotella,extinct,,,,,,,
Boucotia,390.5,art,3.54,Boucotia,extinct,423,410.8,393.3,387.7,Pridoli,Eifelian,
Boucotides,428.95,art,14.42,Boucotides,extinct,433.4,430.5,430.5,427.4,Wenlock,,
Boucotinskia,424.3,art,14.19,Boucotinskia,extinct,443.4,427.4,421.3,419.2,Silurian,,"minor folds, major ribbing"
Boucotstrophia,400.45,art,54.14,Boucotstrophia,extinct,419.2,410.8,410.8,407.6,Lochkovian,Pragian,
Bowanorthis,455.7,art,3.746,Bowanorthis,extinct,460.9,449.5,456.1,449.5,Darriwilian,Katian,
Bozshakolia,502.5,inart,1.731111111,Bozshakolia,extinct,,,,,,,
Brachaktassia,455.7,inart,0.42496,Brachaktassia,extinct,466,460.9,466,449.5,Darriwilian,Katian,
Brachymimulus,428.95,art,9.696666667,Brachymimulus,extinct,449.5,443.7,433.4,427.4,Katian,Wenlock,
Brachyprion,400.45,art,24.07333333,Brachyprion,extinct,449.5,443.7,393.3,387.7,Katian,Eifelian,minor ribbing
Brachyspirifer,400.45,art,28.14,Brachyspirifer,extinct,419.2,410.8,382.7,372.2,Early Devonian,Frasnian,
Brachythyrina,292.8,art,39.46,Brachythyrina,extinct,358.9,346.7,254.17,252.17,Carboniferous,Permian,
Brachythyrinella,292.8,art,20.75,Brachythyrinella,extinct,298.9,295.5,295.5,290.1,Asselian,Sakmarian,
Brachythyris,319.2,art,20.35,Brachythyris,extinct,372.2,360.7,290.1,279.3,Famennian,Artinskian,
Brachyzyga,415,art,17.06,Brachyzyga,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Bradfordirhynchia,167.2,art,15.05,Bradfordirhynchia,extinct,168.3,166.1,167.7,164.7,Bathonian,Callovian,
Brahimorthis,502.5,art,21.385,Brahimorthis,extinct,513,505,513,501,Stage 4,Drumian,
Brandysia,462.85,art,3.316071429,Brandysia,extinct,466,460.9,466,460.9,Darriwilian,,
Branikia,409.2,art,15.31,Branikia,extinct,410.8,407.6,410.8,407.6,Pragian,,
Brasilioproductus,311.1,art,32.21764706,Brasilioproductus,extinct,330.9,323.2,313.8,305.9,Serpukhovian,Kasimovian,
Breileenia,327.05,art,21.13333333,Breileenia,extinct,358.9,346.7,315.2,307,Mississippian,Moscovian,
Brevicamera,455.7,art,9.69,Brevicamera,extinct,,,,,,,
Brevilamnulella,435.95,art,13.655,Brevilamnulella,extinct,455.8,445.6,438.5,433.4,Late Ordovician,Llandovery,
Brevipelta,525,art,6.18,Brevipelta,extinct,520,516,520,516,Stage 3,,
Breviseptum,424.3,art,32.86,Breviseptum,extinct,427.4,423,427.4,423,Ludlow,,
Brevispirifer,390.5,art,18.85,Brevispirifer,extinct,409.1,402.5,393.3,387.7,Pragian,Eifelian,
Brimethyris,400.45,art,58.02,Brimethyris,extinct,,,,,,,
Brochocarina,338.8,art,55.4625,Brochocarina,extinct,345.3,345,345.3,345,Visean,,
Broeggeria,481.55,inart,7.296,Broeggeria,extinct,497,485.4,407.6,393.3,Furongian,Early Devonian,
Bronnothyris,63.8,art,4.822,Bronnothyris,extinct,38,33.9,20.44,15.97,Priabonian,Burdigalian,
Brooksina,424.3,art,39.66,Brooksina,extinct,443.4,427.4,427.4,419.2,Silurian,,
Browneella,400.45,art,5.478378378,Browneella,extinct,407.6,393.3,407.6,393.3,Emsian,,
Brunnirhyncha,365.55,art,14.58666667,Brunnirhyncha,extinct,376.1,370.6,376.1,370.6,Frasnian,Famennian,
Bruntonites,390.5,art,24.17,Bruntonites,extinct,,,,,,,
Bryorhynchus,262.5,art,15.15,Bryorhynchus,extinct,272.3,268.8,265.1,259.9,Guadalupian,,
Buchanathyris,385.2,art,17.62666667,Buchanathyris,extinct,419.2,410.8,407.6,393.3,Early Devonian,,
Buckmanithyris,178.4,art,27.07,Buckmanithyris,extinct,189.6,183,189.6,183,Pliensbachian,,
Bulahdelia,327.05,art,18.12666667,Bulahdelia,extinct,346.7,314.6,346.7,314.6,Visean,Moscovian,
Buntoxia,301.3,art,50.19,Buntoxia,extinct,,,,,,,
Burmirhynchia,154.7,art,17.67,Burmirhynchia,extinct,182.7,174.1,163.5,152.1,Toarcian,Kimmeridgian,
Burovia,257.05,art,64.25,Burovia,extinct,259.9,254.17,259.9,252.17,Lopingian,,
Burrirhynchia,96.9,art,19.24666667,Burrirhynchia,extinct,129.4,125,99.6,93.5,Barremian,Turonian,
Butkovia,400.45,art,5.13,Butkovia,extinct,,,,,,,
Buxtonia,257.05,art,27.53,Buxtonia,extinct,372.2,358.9,259.9,254.17,Famennian,Wuchiapingian,
Buxtoniella,338.8,art,47.24,Buxtoniella,extinct,,,,,,,
Buxtonioides,301.3,art,61.11,Buxtonioides,extinct,318.1,314.6,290.1,279.3,Pennsylvanian,Artinskian,
Bynguanoia,502.5,art,7.227272727,Bynguanoia,extinct,513,501,513,501,Stage 4,Drumian,
Bystromena,455.7,art,6.158,Bystromena,extinct,460.9,457.5,460.9,455.8,Darriwilian,Sandbian,
Cacemia,462.85,art,22.925,Cacemia,extinct,466,460.9,460.9,457.5,Darriwilian,Sandbian,
Cactosteges,270.55,art,15.275,Cactosteges,extinct,272.3,268.8,272.3,265.1,Roadian,Wordian,
Cadomella,178.4,art,3.06625,Cadomella,extinct,201.3,183,182,163.5,Early Jurassic,Middle Jurassic,
Caenanoplia,319.2,art,8.3925,Caenanoplia,extinct,358.9,353.8,358.9,346.7,Tournaisian,,
Calcirhynchia,186.75,art,13.45333333,Calcirhynchia,extinct,208.5,201.3,174.1,170.3,Rhaetian,Aalenian,
Caledorhynchia,164.8,art,16.58666667,Caledorhynchia,extinct,199.3,190.8,166.1,161.2,Sinemurian,Oxfordian,
Callaiapsida,275.8,art,43.8,Callaiapsida,extinct,298.9,295.5,268.8,265.1,Cisuralian,Wordian,
Callicalyptella,415,art,6.61,Callicalyptella,extinct,,,,,,,
Calliglypha,473.85,art,6.845,Calliglypha,extinct,,,,,,,
Callipleura,385.2,art,34.43076923,Callipleura,extinct,419.2,393.3,387.7,382.7,Early Devonian,Middle Devonian,
Calliprotonia,292.8,art,21.5,Calliprotonia,extinct,315.2,307,268.8,259.9,Moscovian,Guadalupian,
Callispirifer,400.45,art,23.03,Callispirifer,extinct,,,,,,,
Callispirina,257.05,art,18,Callispirina,extinct,315.2,307,254.17,252.17,Moscovian,Permian,
Callospiriferina,178.4,art,21.47,Callospiriferina,extinct,323.2,298.9,182.7,170.3,Pennsylvanian,Aalenian,
Callyconcha,292.8,art,7.442857143,Callyconcha,extinct,295.5,290.1,295.5,290.1,Sakmarian,,
Callytharrella,292.8,art,76.21,Callytharrella,extinct,295.5,290.1,279.3,268.8,Sakmarian,Roadian,
Calpella,195.05,art,14.57333333,Calpella,extinct,196.5,189.6,196.5,189.6,Sinemurian,Pliensbachian,
Calvinaria,377.45,art,29.425,Calvinaria,extinct,382.7,376.1,379.5,372.2,Frasnian,,
Calvirhynchia,164.8,art,16.9,Calvirhynchia,extinct,171.6,168.4,171.6,167.7,Aalenian,Bathonian,
Calvustrigis,352.8,art,57.45,Calvustrigis,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Calyptolepta,468.65,art,18.23666667,Calyptolepta,extinct,468.1,463.5,466,458.4,Middle Ordovician,Darriwilian,
Calyptoria,178.4,art,17.99,Calyptoria,extinct,183,182,182.7,174.1,Pliensbachian,Toarcian,
Camarelasma,284.7,art,10.065,Camarelasma,extinct,298.9,295.5,298.9,295.5,Asselian,,
Camarium,319.2,art,24.5,Camarium,extinct,419.2,410.8,315.2,307,Devonian,Moscovian,
Camarophorella,352.8,art,23.295,Camarophorella,extinct,364.7,360.7,353.8,342.8,Famennian,Visean,
Camarophorina,257.05,art,13.35,Camarophorina,extinct,303.4,298.9,290.1,279.3,Gzhelian,Artinskian,
Camarospira,352.8,art,21.00666667,Camarospira,extinct,393.3,387.7,387.7,382.7,Middle Devonian,,
Camarothyridina,365.55,art,25.46,Camarothyridina,extinct,,,,,,,
Camarotoechia,365.55,art,22.15,Camarotoechia,extinct,466,457.5,279.3,272.3,Darriwilian,Cisuralian,
Cambrotrophia,502.5,art,9.766666667,Cambrotrophia,extinct,,,,,,,
Camerella,428.95,art,13.9,Camerella,extinct,478.6,468.1,410.8,407.6,Ordovician,Pragian,minor ribbing
Camerisma,284.7,art,16.93,Camerisma,extinct,358.9,323.2,268.8,265.1,Carboniferous,Wordian,
Camerophorina,385.2,art,20.86,Camerophorina,extinct,,,,,,,
Camerothyris,218.25,art,10.715,Camerothyris,extinct,247.2,237,145,140.2,Middle Triassic,Berriasian,
Campages,0.01,art,29.72,Campages,extant,55.8,53,0.781,0.126,Eocene,Middle Pleistocene,
Campylorthis,455.7,art,25.29,Campylorthis,extinct,466,460.9,449.5,445.6,Darriwilian,Katian,minor ribbing
Canadospira,231.5,art,16.36,Canadospira,extinct,242,237,208.5,201.3,Ladinian,Late Triassic,
Canalilatus,502.5,inart,0.933033033,Canalilatus,extinct,513,505,501,485.4,Stage 4,Furongian,
